degradation	O
in	O
pollen	B-PHENOTYPE
development	I-PHENOTYPE
.	O

The	O
WRKY	O
transcription	O
factor	O
OsWRKY78	B-GENE
regulates	O
stem	O
elongation	O
and	O
seed	B-PHENOTYPE
development	I-PHENOTYPE
in	O
rice	O
.	O

Overexpression	O
of	O
the	O
trehalose_6_phosphate	O
synthase	O
gene	O
OsTPS1	B-GENE
enhances	O
abiotic	O
stress	O
tolerance	O
in	O
rice	O
.	O

Downregulation	O
of	O
OsPK1	B-GENE
,	O
a	O
cytosolic	O
pyruvate	O
kinase	O
,	O
by	O
T_DNA	O
insertion	O
causes	O
dwarfism	B-PHENOTYPE
and	O
panicle	O
enclosure	O
in	O
rice	O
.	O

Mutation	O
of	O
OsALDH7	B-GENE
causes	O
a	O
yellow_colored	O
endosperm	O
associated	O
with	O
accumulation	O
of	O
oryzamutaic	O
acid	O
A	O
in	O
rice	O
.	O

Wax	O
crystal_sparse	O
leaf2	O
,	O
a	O
rice	O
homologue	O
of	O
WAX2	O
/	O
GL1,is	O
involved	O
in	O
synthesis	B-PHENOTYPE
of	I-PHENOTYPE
leaf	I-PHENOTYPE
cuticular	I-PHENOTYPE
wax	I-PHENOTYPE
.	O

OsLIS_L1	O
encoding	O
a	O
lissencephaly	O
type_1_like	O
protein	O
with	O
WD40	O
repeats	O
is	O
required	O
for	O
plant	B-PHENOTYPE
height	I-PHENOTYPE
and	O
male	O
gametophyte	O
formation	O
in	O
rice	O
.	O

Molecular	O
cloning	O
and	O
characterization	O
of	O
OsCHR4	B-GENE
,	O
a	O
rice	O
chromatin_remodeling	O
factor	O
required	O
for	O
early	O
chloroplast	B-PHENOTYPE
development	I-PHENOTYPE
in	O
adaxial	O
mesophyll	O
.	O

Young	O
Leaf	O
Chlorosis	O
1	O
,	O
a	O
chloroplast_localized	O
gene	O
required	O
for	O
chlorophyll	O
and	O
lutein	O
accumulation	O
during	O
early	O
leaf	B-PHENOTYPE
development	I-PHENOTYPE
in	O
rice	O
.	O

Homologous	O
expression	O
of	O
cytosolic	O
dehydroascorbate	O
reductase	O
increases	O
grain	B-PHENOTYPE
yield	I-PHENOTYPE
and	O
biomass	O
under	O
paddy	O
field	O
conditions	O
in	O
transgenic	O
rice	O
(	O
Oryza	O
sativa	O
L.	O
japonica	O
)	O
.	O

Modified	O
expression	O
of	O
an	O
auxinesponsive	O
rice	O
CCype	O
glutaredoxin	O
gene	O
affects	O
multiple	O
abiotic	O
stress	O
responses	O
.	O

Overexpression	O
of	O
OsZHD1	B-GENE
,	O
a	O
zinc	O
finger	O
homeodomain	O
class	O
homeobox	O
transcription	O
factor	O
,	O
induces	O
abaxially	O
curled	O
and	O
drooping	B-PHENOTYPE
leaf	I-PHENOTYPE
in	O
rice	O
.	O

An	O
insertional	O
mutation	O
in	O
the	O
rice	O
PAIR2	B-GENE
gene	O
,	O
the	O
ortholog	O
of	O
Arabidopsis	O
ASY1	O
,	O
results	O
in	O
a	O
defect	O
in	O
homologous	O
chromosome	O
pairing	O
during	O
meiosis	B-PHENOTYPE
.	O

Over_expression	O
of	O
calcium_dependent	O
protein	O
kinase	O
13	O
and	O
calreticulin	O
interacting	O
protein	O
1	O
confers	O
cold	B-PHENOTYPE
tolerance	I-PHENOTYPE
on	O
rice	O
plants	O
.	O

The	O
rice	O
OsLOL2	B-GENE
gene	O
encodes	O
a	O
zinc	O
Wnger	O
protein	O
involved	O
in	O
rice	O
growth	O
and	O
disease	O
resistance	O
.	O

The	O
abiotic	O
stress_responsive	O
NAC_type	O
transcription	O
factor	O
OsNAC5	B-GENE
regulates	O
stress_inducible	O
genes	O
and	O
stress	O
tolerance	O
in	O
rice	O
.	O

DDM1	O
(	O
Decrease	O
in	O
DNA	B-PHENOTYPE
Methylation	I-PHENOTYPE
)	O
genes	O
in	O
rice	O
(	O
Oryza	O
sativa	O
)	O
.	O

Ectopic	O
Expression	O
of	O
a	O
Cold_Responsive	O
OsAsr1	B-GENE
cDNA	O
Gives	O
Enhanced	O
Cold	B-PHENOTYPE
Tolerance	I-PHENOTYPE
in	O
Transgenic	O
Rice	O
Plants	O
.	O

The	O
Calmodulin_Binding	O
Transcription	O
Factor	O
OsCBT	B-GENE
Suppresses	O
Defense	O
Responses	O
to	O
Pathogens	O
in	O
Rice	O
.	O

Rice	O
OsACDR1	B-GENE
(	O
Oryza	O
sativa	O
Accelerated	O
Cell	O
Death	O
and	O
Resistance	O
1	O
)	O
Is	O
a	O
Potential	O
Positive	O
Regulator	O
of	O
Fungal	O
Disease	O
Resistance	O
.	O

Zinc	O
Deficiency_Inducible	O
OsZIP8	B-GENE
Encodes	O
a	O
Plasma	O
Membrane_Localized	O
Zinc	O
Transporter	O
in	O
Rice	O
.	O

OsCIPK31	B-GENE
,	O
a	O
CBL_Interacting	O
Protein	O
Kinase	O
Is	O
Involved	O
in	O
Germination	O
and	O
Seedling	B-PHENOTYPE
Growth	I-PHENOTYPE
under	O
Abiotic	O
Stress	O
Conditions	O
in	O
Rice	O
Plants	O
.	O

Rice	O
Importin	O
1	O
Gene	O
Affects	O
Pollen	B-PHENOTYPE
Tube	I-PHENOTYPE
Elongation	I-PHENOTYPE
.	O

Abiotic	O
Stress	O
Responsive	O
Rice	O
ASR1	B-GENE
and	O
ASR3	B-GENE
Exhibit	O
Different	O
Tissue_Dependent	O
Sugar	O
and	O
Hormone_Sensitivities	O
.	O

A	O
candidate	O
gene	O
OsAPC6	B-GENE
of	O
anaphase_promoting	O
complex	O
of	O
rice	O
identified	O
through	O
T_DNA	O
insertion	O
.	O

Oxygen	O
deficit	O
alleviates	O
phosphate	O
overaccumulation	O
toxicity	O
in	O
OsPHR2	B-GENE
overexpression	O
plants	O
.	O

Over_expression	O
of	O
OsDREB	O
genes	O
lead	O
to	O
enhanced	O
drought	B-PHENOTYPE
tolerance	I-PHENOTYPE
in	O
rice	O
.	O

Phytochrome_regulated	O
EBL1	B-GENE
contributes	O
to	O
ACO1	B-GENE
upregulation	O
in	O
rice	O
.	O

Overexpression	O
of	O
rice	O
LRK1	B-GENE
restricts	O
internode	B-PHENOTYPE
elongation	I-PHENOTYPE
by	O
down_regulating	O
OsKO2	O
.	O

Overexpression	O
of	O
the	O
rFCA	B-GENE
RNA	O
Recognition	O
Motif	O
Affects	O
Morphologies	O
Modifications	O
in	O
Rice(Oryza	O
sativa	O
L.	O
)	O
.	O

Positional	O
cloning	O
of	O
the	O
rice	O
male	O
sterility	B-PHENOTYPE
gene	O
ms_IR36,widely	O
used	O
in	O
the	O
inter_crossing	O
phase	O
of	O
recurrent	O
selection	O
schemes	O
.	O

Over_expression	O
in	O
the	O
nucleotide_binding	O
site_leucine	O
rich	O
repeat	O
gene	O
DEPG1	B-GENE
increases	O
susceptibility	O
to	O
bacterial	O
leaf	O
streak	O
disease	O
in	O
transgenic	O
rice	O
plants	O
.	O

Knockout	O
of	O
the	O
VPS22	O
component	O
of	O
the	O
ESCRT_II	O
complex	O
in	O
rice	O
(	O
Oryza	O
sativa	O
L.	O
)	O
causes	O
chalky	O
endosperm	O
and	O
early	O
seedling	B-PHENOTYPE
lethality	I-PHENOTYPE
.	O

Suppression	O
of	O
expression	O
of	O
the	O
putative	O
receptor_like	O
kinase	O
gene	O
NRRB	B-GENE
enhances	O
resistance	O
to	O
bacterial	O
leaf	O
streak	O
in	O
rice	O
.	O

Characterization	O
of	O
fructose_bisphosphate	O
aldolase	B-GENE
regulated	O
by	O
gibberellin	O
in	O
roots	O
of	O
rice	O
seedling	O
.	O

OsGLU1	O
,	O
a	O
putative	O
membrane_bound	O
endo_1,4_b_D_glucanase	O
from	O
rice	O
,	O
affects	O
plant	O
internode	B-PHENOTYPE
elongation	I-PHENOTYPE
.	O

Dual	O
function	O
of	O
rice	O
OsDR8	B-GENE
gene	O
in	O
disease	O
resistance	O
and	O
thiamine	O
accumulation	O
.	O

The	O
rice	O
OsRad21_4	O
,	O
an	O
orthologue	O
of	O
yeast	O
Rec8	O
protein	O
,	O
is	O
required	O
for	O
efficient	O
meiosis	B-PHENOTYPE
.	O

Rice	O
Chlorina_1	O
and	O
Chlorina_9	O
encode	O
ChlD	O
and	O
ChlI	O
subunits	O
of	O
Mg_chelatase	O
,	O
a	O
key	O
enzyme	O
for	O
chlorophyll	B-PHENOTYPE
synthesis	I-PHENOTYPE
and	O
chloroplast	B-PHENOTYPE
development	I-PHENOTYPE
.	O

The	O
rice	O
OsGAE1	B-GENE
is	O
a	O
novel	O
gibberellin_regulated	O
gene	O
and	O
involved	O
in	O
rice	O
growth	O
.	O

RTS	B-GENE
,	O
a	O
rice	O
anther_specific	O
gene	O
is	O
required	O
for	O
male	O
fertility	B-PHENOTYPE
and	O
its	O
promoter	O
sequence	O
directs	O
tissue_specific	O
gene	O
expression	O
in	O
different	O
plant	O
species	O
.	O

Isolation	O
and	O
molecular	O
characterization	O
of	O
a	O
Spotted	B-PHENOTYPE
leaf	I-PHENOTYPE
18	O
mutant	O
by	O
modified	O
activation_tagging	O
in	O
rice	O
.	O

OsDMC1	B-GENE
is	O
required	O
for	O
homologous	B-PHENOTYPE
pairing	I-PHENOTYPE
in	O
Oryza	O
sativa	O
.	O

DH1	B-GENE
,	O
a	O
LOB	O
domain_like	O
protein	O
required	O
for	O
glume	B-PHENOTYPE
formation	I-PHENOTYPE
in	O
rice	O
.	O

A	O
bZIP	O
transcription	O
factor	O
,	O
OsABI5	B-GENE
,	O
is	O
involved	O
in	O
rice	O
fertility	B-PHENOTYPE
and	O
stress	O
tolerance	O
.	O

Characterization	O
of	O
transcription	O
factor	O
gene	O
SNAC2	B-GENE
conferring	O
cold	O
and	O
salt	O
tolerance	O
in	O
rice	O
.	O

Overexpression	O
of	O
a	O
rice	O
OsDREB1F	B-GENE
gene	O
increases	O
salt	O
,	O
drought	O
,	O
and	O
low	O
temperature	O
tolerance	O
in	O
both	O
Arabidopsis	O
and	O
rice	O
.	O

Rice	O
phot1a	B-GENE
mutation	O
reduces	O
plant	O
growth	O
by	O
affecting	O
photosynthetic	O
responses	O
to	O
light	O
during	O
early	O
seedling	B-PHENOTYPE
growth	I-PHENOTYPE
.	O

FLEXIBLE	O
CULM	O
1	O
encoding	O
a	O
cinnamyl_alcohol	O
dehydrogenase	O
controls	O
culm	B-PHENOTYPE
mechanical	I-PHENOTYPE
strength	I-PHENOTYPE
in	O
rice	O
.	O

OsMT1a	B-GENE
,	O
a	O
type	O
1	O
metallothionein	O
,	O
plays	O
the	O
pivotal	O
role	O
in	O
zinc	O
homeostasis	O
and	O
drought	B-PHENOTYPE
tolerance	I-PHENOTYPE
in	O
rice	O
.	O

Characterization	O
of	O
OsIAA1	B-GENE
gene	O
,	O
a	O
member	O
of	O
rice	O
Aux	O
/	O
IAA	O
family	O
involved	O
in	O
auxin	O
and	O
brassinosteroid	O
hormone	O
responses	O
and	O
plant	O
morphogenesis	O
.	O

The	O
bZIP	O
transcription	O
factor	O
OsABF1	B-GENE
is	O
an	O
ABA	O
responsive	O
element	O
binding	O
factor	O
that	O
enhances	O
abiotic	O
stress	O
signaling	O
in	O
rice	O
.	O

Identification	O
and	O
characterization	O
of	O
NARROW	O
AND	O
ROLLED	O
LEAF	O
1	O
,	O
a	O
novel	O
gene	O
regulating	O
leaf	B-PHENOTYPE
morphology	I-PHENOTYPE
and	O
plant	O
architecture	O
in	O
rice	O
.	O

Mutation	O
in	O
Wilted	O
Dwarf	O
and	O
Lethal	O
1	O
(	O
WDL1	B-GENE
)	O
causes	O
abnormal	O
cuticle	B-PHENOTYPE
formation	I-PHENOTYPE
and	O
rapid	O
water	O
loss	O
in	O
rice	O
.	O

A	O
RING	O
finger	O
E3	O
ligase	O
gene	O
,	O
Oryza	O
sativa	O
Delayed	O
Seed	B-PHENOTYPE
Germination	I-PHENOTYPE
1	O
(	O
OsDSG1	B-GENE
)	O
,	O
controls	O
seed	B-PHENOTYPE
germination	I-PHENOTYPE
and	O
stress	O
responses	O
in	O
rice	O
.	O

Role	O
of	O
OsNPR1	B-GENE
in	O
rice	O
defense	O
program	O
as	O
revealed	O
by	O
genomewide	O
expression	O
analysis	O
.	O

Molecular	O
cloning	O
and	O
functional	O
characterization	O
of	O
OsJAG	B-GENE
gene	O
based	O
on	O
a	O
complete_deletion	O
mutant	O
in	O
rice	O
(	O
Oryza	O
sativa	O
L.	O
)	O
.	O

ZEBRA2	B-GENE
,	O
encoding	O
a	O
carotenoid	O
isomerase	O
,	O
is	O
involved	O
in	O
photoprotection	B-PHENOTYPE
in	O
rice	O
.	O

OsBC1L4	B-GENE
encodes	O
a	O
COBRA_like	O
protein	O
that	O
affects	O
cellulose	B-PHENOTYPE
synthesis	I-PHENOTYPE
in	O
rice	O
.	O

OsSDIR1	B-GENE
overexpression	O
greatly	O
improves	O
drought	B-PHENOTYPE
tolerance	I-PHENOTYPE
in	O
transgenic	O
rice	O
.	O

Identification	O
and	O
characterization	O
of	O
SHORTENED	O
UPPERMOST	O
INTERNODE	O
1	O
,	O
a	O
gene	O
negatively	O
regulating	O
uppermost	O
internode	B-PHENOTYPE
elongation	I-PHENOTYPE
in	O
rice	O
.	O

Characterization	O
of	O
an	O
inositol	O
1,3,4_trisphosphate	O
5/6_kinase	O
gene	O
that	O
is	O
essential	O
for	O
drought	O
and	O
salt	O
stress	O
responses	O
in	O
rice	O
.	O

Phytochrome	O
B	O
control	O
of	O
total	O
leaf	O
area	O
and	O
stomatal	B-PHENOTYPE
density	I-PHENOTYPE
affects	O
drought	B-PHENOTYPE
tolerance	I-PHENOTYPE
in	O
rice	O
.	O

TH1	B-GENE
,	O
a	O
DUF640	O
domain_like	O
gene	O
controls	O
lemma	B-PHENOTYPE
and	I-PHENOTYPE
palea	I-PHENOTYPE
development	I-PHENOTYPE
in	O
rice	O
.	O

Sugar	O
starvation	O
_	O
and	O
GA_inducible	O
calcium_dependent	O
protein	O
kinase	O
1	O
feedback	O
regulates	O
GA	O
biosynthesis	O
and	O
activates	O
a	O
14_3_3	O
protein	O
to	O
confer	O
drought	B-PHENOTYPE
tolerance	I-PHENOTYPE
in	O
rice	O
seedlings	O
.	O

RNAi	O
knockdown	O
of	O
rice	O
SE5	B-GENE
gene	O
is	O
sensitive	O
to	O
the	O
herbicide	O
methyl	O
viologen	O
by	O
the	O
down_regulation	O
of	O
antioxidant	O
defense	O
.	O

Function	O
of	O
the	O
HD_Zip	O
I	O
gene	O
Oshox22	B-GENE
in	O
ABA_mediated	O
drought	O
and	O
salt	O
tolerances	O
in	O
rice	O
.	O

Functions	O
of	O
rice	O
NAC	B-GENE
transcriptional	O
factors	O
,	O
ONAC122	B-GENE
and	O
ONAC131	B-GENE
,	O
in	O
defense	O
responses	O
against	O
Magnaporthe	O
grisea	O
.	O

OsSNDP1	B-GENE
,	O
a	O
Sec14_nodulin	O
domain_containing	O
protein	O
,	O
plays	O
a	O
critical	O
role	O
in	O
root	B-PHENOTYPE
hair	I-PHENOTYPE
elongation	I-PHENOTYPE
in	O
rice	O
.	O

The	O
rice	O
OsDIL	O
gene	O
plays	O
a	O
role	O
in	O
drought	B-PHENOTYPE
tolerance	I-PHENOTYPE
at	O
vegetative	O
and	O
reproductive	O
stages	O
.	O

Isolation	O
and	O
characterization	O
of	O
rice	O
(	O
Oryza	O
sativa	O
L.	O
)	O
E3_ubiquitin	O
ligase	O
OsHOS1	B-GENE
gene	O
in	O
the	O
modulation	O
of	O
cold	O
stress	O
response	O
.	O

OsbZIP71	B-GENE
,	O
a	O
bZIP	O
transcription	O
factor	O
,	O
confers	O
salinity	O
and	O
drought	B-PHENOTYPE
tolerance	I-PHENOTYPE
in	O
rice	O
.	O

The	O
rice	O
nuclear	O
gene	O
WLP1	B-GENE
encoding	O
a	O
chloroplast	O
ribosome	O
L13	O
protein	O
is	O
needed	O
for	O
chloroplast	B-PHENOTYPE
development	I-PHENOTYPE
in	O
rice	O
grown	O
under	O
low	O
temperature	O
conditions	O
.	O

The	O
MET1b	B-GENE
gene	O
encoding	O
a	O
maintenance	O
DNA	O
methyltransferase	O
is	O
indispensable	O
for	O
normal	O
development	O
in	O
rice	O
.	O

A	O
New	O
GA_Insensitive	O
Semidwarf	O
Mutant	O
of	O
Rice	O
(	O
Oryza	O
sativa	O
L.	O
)	O
with	O
a	O
Missense	O
Mutation	O
in	O
the	O
SDG	B-GENE
Gene	O
.	O

Downregulation	O
of	O
OsPK1	B-GENE
Contributes	O
to	O
Oxidative	O
Stress	O
and	O
the	O
Variations	O
in	O
ABA	O
/	O
GA	O
Balance	O
in	O
Rice	O
.	O

Overexpression	O
of	O
a	O
Transcription	O
Factor	O
OsMADS15	B-GENE
Modifies	O
Plant	O
Architecture	O
and	O
Flowering	B-PHENOTYPE
Time	I-PHENOTYPE
in	O
Rice	O
(	O
Oryza	O
sativa	O
L.	O
)	O
.	O

BEAK	O
LIKE	O
SPIKELET1	O
is	O
Required	O
for	O
Lateral	O
Development	B-PHENOTYPE
of	I-PHENOTYPE
Lemma	I-PHENOTYPE
and	I-PHENOTYPE
Palea	I-PHENOTYPE
in	O
Rice	O
.	O

Rice	O
NARROW	O
LEAF1	O
Regulates	O
Leaf	O
and	O
Adventitious	O
Root	B-PHENOTYPE
Development	I-PHENOTYPE
.	O

Overexpression	O
of	O
Transcription	O
Factor	O
OsWR2	B-GENE
Regulates	O
Wax	O
and	O
Cutin	O
Biosynthesis	O
in	O
Rice	O
and	O
Enhances	O
its	O
Tolerance	O
to	O
Water	O
Deficit	O
.	O

OsEMF2b	B-GENE
Acts	O
as	O
a	O
Regulator	O
of	O
Flowering	O
Transition	O
and	O
Floral	B-PHENOTYPE
Organ	I-PHENOTYPE
Identity	I-PHENOTYPE
by	O
Mediating	O
H3K27me3	O
Deposition	O
at	O
OsLFL1	O
and	O
OsMADS4	B-GENE
in	O
Rice	O
.	O

Overexpression	O
of	O
a	O
cytosolic	O
glyceraldehyde_3_phosphate	O
dehydrogenase	O
gene	O
OsGAPC3	B-GENE
confers	O
salt	O
tolerance	O
in	O
rice	O
.	O

Over_expression	O
of	O
OSRIP18	B-GENE
increases	O
drought	O
and	O
salt	O
tolerance	O
in	O
transgenic	O
rice	O
plants	O
.	O

Seed_specific	O
silencing	O
of	O
OsMRP5	B-GENE
reduces	O
seed	O
phytic	O
acid	O
and	O
weight	O
in	O
rice	O
.	O

OsLOX2	O
,	O
a	O
rice	O
type	O
I	O
lipoxygenase	O
,	O
confers	O
opposite	O
effects	O
on	O
seed	B-PHENOTYPE
germination	I-PHENOTYPE
and	O
longevity	O
.	O

Knockdown	O
of	O
OsHox33	B-GENE
,	O
a	O
member	O
of	O
the	O
class	O
III	O
homeodomain_leucine	O
zipper	O
gene	O
family	O
,	O
accelerates	O
leaf	B-PHENOTYPE
senescence	I-PHENOTYPE
in	O
rice	O
.	O

Isolation	O
and	O
characterization	O
of	O
rl(t	O
)	O
,	O
a	O
gene	O
that	O
controls	O
leaf	B-PHENOTYPE
rolling	I-PHENOTYPE
in	O
rice	O
.	O

Clustered	O
spikelets	O
4	O
,	O
encoding	O
a	O
putative	O
cytochrome	O
P450	O
protein	O
CYP724B1	O
,	O
is	O
essential	O
for	O
rice	O
panicle	B-PHENOTYPE
development	I-PHENOTYPE
.	O

Overexpression	O
of	O
the	O
mitogen_activated	O
protein	O
kinase	O
gene	O
OsMAPK33	B-GENE
enhances	O
sensitivity	O
to	O
salt	O
stress	O
in	O
rice	O
(	O
Oryza	O
sativa	O
L.	O
)	O
.	O

Down_regulation	O
of	O
OsSAG12_1	O
results	O
in	O
enhanced	O
senescence	O
and	O
pathogen_induced	O
cell	O
death	O
in	O
transgenic	O
rice	O
plants	O
.	O

Rice	O
OsYSL15	B-GENE
Is	O
an	O
Iron_regulated	O
Iron(III)_Deoxymugineic	O
Acid	O
Transporter	O
Expressed	O
in	O
the	O
Roots	O
and	O
Is	O
Essential	O
for	O
ron	O
Uptake	O
in	O
Early	O
Growth	O
of	O
the	O
Seedlings*	O
.	O

Antisense	O
Inhibition	O
of	O
Rubisco	O
Activase	O
Increases	O
